id,url,coursename,price,priceunit,course_code,duration,start_date,end_date,slot_time,brandname,region
99,https://www.globalknowledge.com/us-en/course/181246/spaui-implementing-automation-for-cisco-service-provider-solutions-v12/,"SPAUI - Implementing Automation for Cisco Service Provider Solutions v1.2
Implement and support automation solutions in a Cisco Service Provider network infrastructure, using network programmability principles, protocols, tools, and mechanisms.",3000.0,USD,GK# 100526,3 Days,"Oct 02 - 04, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
100,https://www.globalknowledge.com/us-en/course/188207/dciia-data-center-integrated-infrastructure-administration/,"DCIIA-Data Center Integrated Infrastructure Administration
Data Center Integrated Infrastructure Administration is a 5-day instructor-led course designed to provide learners with experience planning, designing, and implementing integrated infrastructure platforms that include Cisco Unified Computing System servers, Cisco Nexus fabric, VMware vSphere virtualization platform, NetApp® and other 3rd party unified storage systems.",,USD,GK# 821314,,,,,Global Knowledge,USA
101,https://www.globalknowledge.com/us-en/course/184218/deviot-developing-solutions-using-cisco-iot-and-edge-platforms-v10/,"DEVIOT - Developing Solutions Using Cisco IoT and Edge Platforms v1.0
Develop Internet of Things (IoT) applications for Cisco IoT edge compute and network architectures.",,USD,GK# 100744,,,,,Global Knowledge,USA
102,https://www.globalknowledge.com/us-en/course/188808/cbrcor-performing-cyberops-using-cisco-security-technologies/,"CBRCOR-Performing CyberOps Using Cisco Security Technologies
350-201 Performing CyberOps Using Cisco Security Technologies (CBRCOR) is a 120-minute exam associated with the Cisco CyberOps Professional Certification. The multiple-choice format tests knowledge of core cybersecurity operations including cybersecurity fundamentals, techniques, policies, processes, and automation",1000.0,USD,GK# 821350,,,,,Global Knowledge,USA
103,https://www.globalknowledge.com/us-en/course/194820/cisco-u-essentials/,"Cisco U. Essentials
Cisco U. subscriptions provide digital content in an all-new learning experience. You’ll find personalized guidance, a catalog of Cisco and multi-vendor training, and a global community for discussion and support.",1800.0,USD,GK# 860011,,,,,Global Knowledge,USA
104,https://www.globalknowledge.com/us-en/course/181199/enwlsd-designing-cisco-enterprise-wireless-networks-v20/,"ENWLSD - Designing Cisco Enterprise Wireless Networks v2.0
Plan advanced designs for Cisco wireless networks and products.",4095.0,USD,GK# 100479,5 Days,"Oct 21 - 25, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
104,https://www.globalknowledge.com/us-en/course/181199/enwlsd-designing-cisco-enterprise-wireless-networks-v20/,"ENWLSD - Designing Cisco Enterprise Wireless Networks v2.0
Plan advanced designs for Cisco wireless networks and products.",4095.0,USD,GK# 100479,5 Days,"Jul 22 - 26, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
104,https://www.globalknowledge.com/us-en/course/181199/enwlsd-designing-cisco-enterprise-wireless-networks-v20/,"ENWLSD - Designing Cisco Enterprise Wireless Networks v2.0
Plan advanced designs for Cisco wireless networks and products.",4095.0,USD,GK# 100479,5 Days,"Oct 21 - 25, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
104,https://www.globalknowledge.com/us-en/course/181199/enwlsd-designing-cisco-enterprise-wireless-networks-v20/,"ENWLSD - Designing Cisco Enterprise Wireless Networks v2.0
Plan advanced designs for Cisco wireless networks and products.",4095.0,USD,GK# 100479,5 Days,"Dec 09 - 13, 2024",,8:30 AM - 4:30 PM EST,Global Knowledge,USA
105,https://www.globalknowledge.com/us-en/course/172302/sdwfnd-cisco-sd-wan-operation-and-deployment-v20/,"SDWFND-Cisco SD-WAN Operation and Deployment v2.0
Cisco SD-WAN is a new technology, this training covers salient features such as zero-touch provisioning, secure network bring-up, configuration using feature templates, configuration of Overlay Management Protocol (OMP) and policies for network traffic management.",1995.0,USD,GK# 9912,2 Days,"Aug 08 - 09, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
105,https://www.globalknowledge.com/us-en/course/172302/sdwfnd-cisco-sd-wan-operation-and-deployment-v20/,"SDWFND-Cisco SD-WAN Operation and Deployment v2.0
Cisco SD-WAN is a new technology, this training covers salient features such as zero-touch provisioning, secure network bring-up, configuration using feature templates, configuration of Overlay Management Protocol (OMP) and policies for network traffic management.",1995.0,USD,GK# 9912,2 Days,"Aug 08 - 09, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
105,https://www.globalknowledge.com/us-en/course/172302/sdwfnd-cisco-sd-wan-operation-and-deployment-v20/,"SDWFND-Cisco SD-WAN Operation and Deployment v2.0
Cisco SD-WAN is a new technology, this training covers salient features such as zero-touch provisioning, secure network bring-up, configuration using feature templates, configuration of Overlay Management Protocol (OMP) and policies for network traffic management.",1995.0,USD,GK# 9912,2 Days,"Oct 03 - 04, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
105,https://www.globalknowledge.com/us-en/course/172302/sdwfnd-cisco-sd-wan-operation-and-deployment-v20/,"SDWFND-Cisco SD-WAN Operation and Deployment v2.0
Cisco SD-WAN is a new technology, this training covers salient features such as zero-touch provisioning, secure network bring-up, configuration using feature templates, configuration of Overlay Management Protocol (OMP) and policies for network traffic management.",1995.0,USD,GK# 9912,2 Days,"Jan 06 - 07, 2025",,8:30 AM - 4:30 PM EST,Global Knowledge,USA
106,https://www.globalknowledge.com/us-en/course/181201/application-centric-infrastructure-administration-operations-and-troubleshooting/,"Application Centric Infrastructure Administration, Operations and Troubleshooting
New -
Develop essential skills for administrating and troubleshooting an Application Centric Infrastructure Fabric to include Tenants, VRFs, Bridge Domains, Subnets, EPGs, VMM Integration and Application Profiles for Application connectivity and Routed External L3 connectivity. Identify faults and apply best-practice Application Centric Infrastructure troubleshooting tools. Newly updated to Application Policy Infrastructure Controller version 4.",4195.0,USD,GK# 100481,5 Days,"Oct 21 - 25, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
106,https://www.globalknowledge.com/us-en/course/181201/application-centric-infrastructure-administration-operations-and-troubleshooting/,"Application Centric Infrastructure Administration, Operations and Troubleshooting
New -
Develop essential skills for administrating and troubleshooting an Application Centric Infrastructure Fabric to include Tenants, VRFs, Bridge Domains, Subnets, EPGs, VMM Integration and Application Profiles for Application connectivity and Routed External L3 connectivity. Identify faults and apply best-practice Application Centric Infrastructure troubleshooting tools. Newly updated to Application Policy Infrastructure Controller version 4.",4195.0,USD,GK# 100481,5 Days,"Oct 21 - 25, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
107,https://www.globalknowledge.com/us-en/course/189071/ensdwi-implementing-cisco-sd-wan-solutions-v30/,"ENSDWI - Implementing Cisco SD-WAN Solutions v3.0
This course helps you prepare to take the Implementing Cisco SD-WAN Solutions (300-415 ENSDWI) exam which is part of the CCNP® Enterprise certification.",4100.0,USD,GK# 821365,5 Days,"Oct 07 - 11, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
107,https://www.globalknowledge.com/us-en/course/189071/ensdwi-implementing-cisco-sd-wan-solutions-v30/,"ENSDWI - Implementing Cisco SD-WAN Solutions v3.0
This course helps you prepare to take the Implementing Cisco SD-WAN Solutions (300-415 ENSDWI) exam which is part of the CCNP® Enterprise certification.",4100.0,USD,GK# 821365,5 Days,"Jul 29 - Aug 02, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
107,https://www.globalknowledge.com/us-en/course/189071/ensdwi-implementing-cisco-sd-wan-solutions-v30/,"ENSDWI - Implementing Cisco SD-WAN Solutions v3.0
This course helps you prepare to take the Implementing Cisco SD-WAN Solutions (300-415 ENSDWI) exam which is part of the CCNP® Enterprise certification.",4100.0,USD,GK# 821365,5 Days,"Oct 07 - 11, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
107,https://www.globalknowledge.com/us-en/course/189071/ensdwi-implementing-cisco-sd-wan-solutions-v30/,"ENSDWI - Implementing Cisco SD-WAN Solutions v3.0
This course helps you prepare to take the Implementing Cisco SD-WAN Solutions (300-415 ENSDWI) exam which is part of the CCNP® Enterprise certification.",4100.0,USD,GK# 821365,5 Days,"Oct 21 - 25, 2024",,ONLINE,Global Knowledge,USA
107,https://www.globalknowledge.com/us-en/course/189071/ensdwi-implementing-cisco-sd-wan-solutions-v30/,"ENSDWI - Implementing Cisco SD-WAN Solutions v3.0
This course helps you prepare to take the Implementing Cisco SD-WAN Solutions (300-415 ENSDWI) exam which is part of the CCNP® Enterprise certification.",4100.0,USD,GK# 821365,5 Days,"Feb 03 - 07, 2025",,8:30 AM - 4:30 PM EST,Global Knowledge,USA
108,https://www.globalknowledge.com/us-en/course/154954/seccld-securing-cloud-deployments-with-cisco-technologies-v10/,"SECCLD - Securing Cloud Deployments with Cisco Technologies v1.0
Learn to deploy and troubleshoot Cisco cloud security solutions.",4000.0,USD,GK# 5130,4 Days,"Jan 21 - 24, 2025",,8:30 AM - 4:30 PM EST,Global Knowledge,USA
108,https://www.globalknowledge.com/us-en/course/154954/seccld-securing-cloud-deployments-with-cisco-technologies-v10/,"SECCLD - Securing Cloud Deployments with Cisco Technologies v1.0
Learn to deploy and troubleshoot Cisco cloud security solutions.",4000.0,USD,GK# 5130,4 Days,"Jan 21 - 24, 2025",,8:30 AM - 4:30 PM EST,Global Knowledge,USA
109,https://www.globalknowledge.com/us-en/course/186035/cmwn-cisco-meraki-wireless-network-optimization-v10/,"CMWN-Cisco Meraki Wireless Network Optimization v1.0
The course, Cisco Meraki Wireless Network Operations and Troubleshooting (CMWN) v1.0 elevates your knowledge of Cisco Meraki Wireless technology.",2695.0,USD,GK# 100905,2 Days,"Nov 21 - 22, 2024",,ONLINE,Global Knowledge,USA
109,https://www.globalknowledge.com/us-en/course/186035/cmwn-cisco-meraki-wireless-network-optimization-v10/,"CMWN-Cisco Meraki Wireless Network Optimization v1.0
The course, Cisco Meraki Wireless Network Operations and Troubleshooting (CMWN) v1.0 elevates your knowledge of Cisco Meraki Wireless technology.",2695.0,USD,GK# 100905,2 Days,"Nov 21 - 22, 2024",,ONLINE,Global Knowledge,USA
109,https://www.globalknowledge.com/us-en/course/186035/cmwn-cisco-meraki-wireless-network-optimization-v10/,"CMWN-Cisco Meraki Wireless Network Optimization v1.0
The course, Cisco Meraki Wireless Network Operations and Troubleshooting (CMWN) v1.0 elevates your knowledge of Cisco Meraki Wireless technology.",2695.0,USD,GK# 100905,2 Days,"Jan 09 - 10, 2025",,8:30 AM - 4:30 PM EST,Global Knowledge,USA
110,https://www.globalknowledge.com/us-en/course/181241/csau-introducing-automation-for-cisco-solutions-v10/,"CSAU - Introducing Automation for Cisco Solutions v1.0
Gain a broad understanding of network automation skills on Cisco solutions.",250.0,USD,GK# 100521,,,,,Global Knowledge,USA
111,https://www.globalknowledge.com/us-en/course/181217/svpn-implementing-secure-solutions-with-virtual-private-networks-v10/,"SVPN - Implementing Secure Solutions with Virtual Private Networks v1.0
Learn to implement, configure, monitor, and support enterprise Cisco Virtual Private Network (VPN) solutions.",3995.0,USD,GK# 100497,5 Days,"Aug 05 - 09, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
111,https://www.globalknowledge.com/us-en/course/181217/svpn-implementing-secure-solutions-with-virtual-private-networks-v10/,"SVPN - Implementing Secure Solutions with Virtual Private Networks v1.0
Learn to implement, configure, monitor, and support enterprise Cisco Virtual Private Network (VPN) solutions.",3995.0,USD,GK# 100497,5 Days,"Aug 05 - 09, 2024",,8:30 AM - 4:30 PM EDT,Global Knowledge,USA
111,https://www.globalknowledge.com/us-en/course/181217/svpn-implementing-secure-solutions-with-virtual-private-networks-v10/,"SVPN - Implementing Secure Solutions with Virtual Private Networks v1.0
Learn to implement, configure, monitor, and support enterprise Cisco Virtual Private Network (VPN) solutions.",3995.0,USD,GK# 100497,5 Days,"Oct 21 - 25, 2024",,ONLINE,Global Knowledge,USA
111,https://www.globalknowledge.com/us-en/course/181217/svpn-implementing-secure-solutions-with-virtual-private-networks-v10/,"SVPN - Implementing Secure Solutions with Virtual Private Networks v1.0
Learn to implement, configure, monitor, and support enterprise Cisco Virtual Private Network (VPN) solutions.",3995.0,USD,GK# 100497,5 Days,"Jan 13 - 17, 2025",,8:30 AM - 4:30 PM EST,Global Knowledge,USA
112,https://www.globalknowledge.com/us-en/course/162870/dtcsm-cisco-customer-success-manager-v22/,"DTCSM - Cisco Customer Success Manager v2.2
Learn how to optimize customer lifecycle journey, increasing the value realized by the customer, and maximizing your likelihood to maintain their loyalty and renew or expand their business opportunities.",800.0,USD,GK# 6163,,,,,Global Knowledge,USA
113,https://www.globalknowledge.com/us-en/course/186977/ccer-reporting-cisco-contact-center-enterprise-v10/,"CCER - Reporting Cisco Contact Center Enterprise v1.0
Reporting solutions for end-to-end reporting in a CCE deployment.",1795.0,USD,GK# 101121,2 Days,"Aug 15 - 16, 2024",,10:00 AM - 6:00 PM EST,Global Knowledge,USA
113,https://www.globalknowledge.com/us-en/course/186977/ccer-reporting-cisco-contact-center-enterprise-v10/,"CCER - Reporting Cisco Contact Center Enterprise v1.0
Reporting solutions for end-to-end reporting in a CCE deployment.",1795.0,USD,GK# 101121,2 Days,"Aug 15 - 16, 2024",,10:00 AM - 6:00 PM EST,Global Knowledge,USA
