31,9,https://www.exitcertified.com/it-training/aws/security/aws-security-essentials-59279-detail.html,AWS Security Essentials\n,710,USD,AWS-SEC-ESS\n,1 day\n,06-08-2024,\N,9:00AM\n?\n5:00PM\nEDT\n,AWS,USA,/brands/aws.png
32,9,https://www.exitcertified.com/it-training/aws/security/aws-security-essentials-59279-detail.html,AWS Security Essentials\n,710,USD,AWS-SEC-ESS\n,1 day\n,17-09-2024,\N,9:00AM\n?\n5:00PM\nEDT\n,AWS,USA,/brands/aws.png
33,9,https://www.exitcertified.com/it-training/aws/security/aws-security-essentials-59279-detail.html,AWS Security Essentials\n,710,USD,AWS-SEC-ESS\n,1 day\n,\N,\N,\N,AWS,USA,/brands/aws.png
225,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-12-2009,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
226,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-12-2016,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
227,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-12-2016,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
228,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-01-2006,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
229,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-01-2013,\N,10:00 AM - 5:30 PM EST\n,CompTIA,USA,/brands/comptia.png
230,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-01-2027,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
231,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-01-2027,\N,11:00 AM - 6:30 PM EST\n,CompTIA,USA,/brands/comptia.png
232,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-02-2003,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
233,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-02-2010,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
234,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-02-2010,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
235,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-02-2024,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
236,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-03-2003,\N,12:00 PM - 7:30 PM EST\n,CompTIA,USA,/brands/comptia.png
237,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-03-2010,\N,10:00 AM - 5:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
238,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-03-2017,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
239,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-03-2024,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
240,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-03-2031,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
241,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-04-2007,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
242,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-04-2007,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
243,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-04-2028,\N,10:00 AM - 5:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
244,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-04-2028,\N,11:00 AM - 6:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
245,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-05-2005,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
246,36,https://www.learningtree.com/courses/comptia-security-plus-training/,CompTIA Security+® Training\n,2590,USD,446,5 days,01-05-2012,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
247,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-06-2024,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
248,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-07-2022,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
249,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-08-2026,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
250,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-09-2023,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
